0
//EventName              DropZen   ItemDropRate   ItemDropCount   SetItemDropRate   ItemDropType   Fireworks	
"Box of Kundun 4"	 1000	   100		  1		  0		    0		   0
end

1
//Section   Type   MinLevel   MaxLevel   Skill   Luck   Option   Excellent
0           21         0          0          1       1      1        1
0           22         0          0          1       1      1        1
0           23         0          0          1       1      1        1
0           24         0          0          1       1      1        1
0           25         0          0          1       1      1        1
0           26         0          0          1       1      1        1
0           27         0          0          1       1      1        1

1           6          0          0          1       1      1        1
1           7          0          0          1       1      1        1

2           12         0          0          1       1      1        1
2           13         0          0          1       1      1        1
2           14         0          0          1       1      1        1
2           15         0          0          1       1      1        1

3           6          0          0          1       1      1        1
3           7          0          0          1       1      1        1

4           15         0          0          1       1      1        1
4           16         0          0          1       1      1        1
4           17         0          0          1       1      1        1
4           18         0          0          1       1      1        1
4           19         0          0          1       1      1        1

5           18         0          0          1       1      1        1
5           19         0          0          1       1      1        1
5           20         0          0          1       1      1        1
5           21         0          0          1       1      1        1
5           22         0          0          1       1      1        1
5           23         0          0          1       1      1        1

6           15         0          0          1       1      1        1
6           16         0          0          1       1      1        1
6           17         0          0          1       1      1        1
6           18         0          0          1       1      1        1
6           19         0          0          1       1      1        1

7           32         0          0          1       1      1        1
8           32         0          0          1       1      1        1
9           32         0          0          1       1      1        1
10          32         0          0          1       1      1        1
11          32         0          0          1       1      1        1

7           33         0          0          1       1      1        1
8           33         0          0          1       1      1        1
9           33         0          0          1       1      1        1
10          33         0          0          1       1      1        1
11          33         0          0          1       1      1        1

7           34         0          0          1       1      1        1
8           34         0          0          1       1      1        1
9           34         0          0          1       1      1        1
10          34         0          0          1       1      1        1
11          34         0          0          1       1      1        1

7           35         0          0          1       1      1        1
8           35         0          0          1       1      1        1
9           35         0          0          1       1      1        1
10          35         0          0          1       1      1        1
11          35         0          0          1       1      1        1

7           36         0          0          1       1      1        1
8           36         0          0          1       1      1        1
9           36         0          0          1       1      1        1
10          36         0          0          1       1      1        1
11          36         0          0          1       1      1        1

8           37         0          0          1       1      1        1
9           37         0          0          1       1      1        1
10          37         0          0          1       1      1        1
11          37         0          0          1       1      1        1

7           38         0          0          1       1      1        1
8           38         0          0          1       1      1        1
9           38         0          0          1       1      1        1
10          38         0          0          1       1      1        1
11          38         0          0          1       1      1        1

7           39         0          0          1       1      1        1
8           39         0          0          1       1      1        1
9           39         0          0          1       1      1        1
10          39         0          0          1       1      1        1
11          39         0          0          1       1      1        1

7           40         0          0          1       1      1        1
8           40         0          0          1       1      1        1
9           40         0          0          1       1      1        1
10          40         0          0          1       1      1        1
11          40         0          0          1       1      1        1

7           41         0          0          1       1      1        1
8           41         0          0          1       1      1        1
9           41         0          0          1       1      1        1
10          41         0          0          1       1      1        1
11          41         0          0          1       1      1        1
end
