0
//EventName              DropZen   ItemDropRate   ItemDropCount   SetItemDropRate   ItemDropType   Fireworks	
"Box of Kundun 3"	 1000	   100		  1		  0		    0		   0
end

1
//Section   Type   MinLevel   MaxLevel   Skill   Luck   Option   Excellent
0           14         0          0          1       1      1        1
0           15         0          0          1       1      1        1
0           16         0          0          1       1      1        1
0           17         0          0          1       1      1        1
0           18         0          0          1       1      1        1
0           19         0          0          1       1      1        1
0           20         0          0          1       1      1        1

1           4          0          0          1       1      1        1
1           5          0          0          1       1      1        1

2           8          0          0          1       1      1        1
2           9          0          0          1       1      1        1
2           10         0          0          1       1      1        1
2           11         0          0          1       1      1        1

3           4          0          0          1       1      1        1
3           5          0          0          1       1      1        1

4           10         0          0          1       1      1        1
4           11         0          0          1       1      1        1
4           12         0          0          1       1      1        1
4           13         0          0          1       1      1        1
4           14         0          0          1       1      1        1

5           12         0          0          1       1      1        1
5           13         0          0          1       1      1        1
5           14         0          0          1       1      1        1
5           15         0          0          1       1      1        1
5           16         0          0          1       1      1        1
5           17         0          0          1       1      1        1

6           10         0          0          1       1      1        1
6           11         0          0          1       1      1        1
6           12         0          0          1       1      1        1
6           13         0          0          1       1      1        1
6           14         0          0          1       1      1        1

7           22         0          0          1       1      1        1
8           22         0          0          1       1      1        1
9           22         0          0          1       1      1        1
10          22         0          0          1       1      1        1
11          22         0          0          1       1      1        1

8           23         0          0          1       1      1        1
9           23         0          0          1       1      1        1
10          23         0          0          1       1      1        1
11          23         0          0          1       1      1        1

7           24         0          0          1       1      1        1
8           24         0          0          1       1      1        1
9           24         0          0          1       1      1        1
10          24         0          0          1       1      1        1
11          24         0          0          1       1      1        1

7           25         0          0          1       1      1        1
8           25         0          0          1       1      1        1
9           25         0          0          1       1      1        1
10          25         0          0          1       1      1        1
11          25         0          0          1       1      1        1

7           26         0          0          1       1      1        1
8           26         0          0          1       1      1        1
9           26         0          0          1       1      1        1
10          26         0          0          1       1      1        1
11          26         0          0          1       1      1        1

7           27         0          0          1       1      1        1
8           27         0          0          1       1      1        1
9           27         0          0          1       1      1        1
10          27         0          0          1       1      1        1
11          27         0          0          1       1      1        1

7           28         0          0          1       1      1        1
8           28         0          0          1       1      1        1
9           28         0          0          1       1      1        1
10          28         0          0          1       1      1        1
11          28         0          0          1       1      1        1

7           29         0          0          1       1      1        1
8           29         0          0          1       1      1        1
9           29         0          0          1       1      1        1
10          29         0          0          1       1      1        1
11          29         0          0          1       1      1        1

7           30         0          0          1       1      1        1
8           30         0          0          1       1      1        1
9           30         0          0          1       1      1        1
10          30         0          0          1       1      1        1
11          30         0          0          1       1      1        1

7           31         0          0          1       1      1        1
8           31         0          0          1       1      1        1
9           31         0          0          1       1      1        1
10          31         0          0          1       1      1        1
11          31         0          0          1       1      1        1

8           32         0          0          1       1      1        1
9           32         0          0          1       1      1        1
10          32         0          0          1       1      1        1
11          32         0          0          1       1      1        1
end
