0
//EventName              DropZen   ItemDropRate   ItemDropCount   SetItemDropRate   ItemDropType   Fireworks	
"Box of Kundun 2"	 1000	   100		  1		  0		    0		   0
end

1
//Section   Type   MinLevel   MaxLevel   Skill   Luck   Option   Excellent
0           7          0          0          1       1      1        1
0           8          0          0          1       1      1        1
0           9          0          0          1       1      1        1
0           10         0          0          1       1      1        1
0           11         0          0          1       1      1        1
0           12         0          0          1       1      1        1
0           13         0          0          1       1      1        1

1           2          0          0          1       1      1        1
1           3          0          0          1       1      1        1

2           4          0          0          1       1      1        1
2           5          0          0          1       1      1        1
2           6          0          0          1       1      1        1
2           7          0          0          1       1      1        1

3           2          0          0          1       1      1        1
3           3          0          0          1       1      1        1

4           5          0          0          1       1      1        1
4           6          0          0          1       1      1        1
4           7          0          0          1       1      1        1
4           8          0          0          1       1      1        1
4           9          0          0          1       1      1        1

5           6          0          0          1       1      1        1
5           7          0          0          1       1      1        1
5           8          0          0          1       1      1        1
5           9          0          0          1       1      1        1
5           10         0          0          1       1      1        1
5           11         0          0          1       1      1        1

6           5          0          0          1       1      1        1
6           6          0          0          1       1      1        1
6           7          0          0          1       1      1        1
6           8          0          0          1       1      1        1
6           9          0          0          1       1      1        1

7           11         0          0          1       1      1        1
8           11         0          0          1       1      1        1
9           11         0          0          1       1      1        1
10          11         0          0          1       1      1        1
11          11         0          0          1       1      1        1

7           12         0          0          1       1      1        1
8           12         0          0          1       1      1        1
9           12         0          0          1       1      1        1
10          12         0          0          1       1      1        1
11          12         0          0          1       1      1        1

7           13         0          0          1       1      1        1
8           13         0          0          1       1      1        1
9           13         0          0          1       1      1        1
10          13         0          0          1       1      1        1
11          13         0          0          1       1      1        1

7           14         0          0          1       1      1        1
8           14         0          0          1       1      1        1
9           14         0          0          1       1      1        1
10          14         0          0          1       1      1        1
11          14         0          0          1       1      1        1

8           15         0          0          1       1      1        1
9           15         0          0          1       1      1        1
10          15         0          0          1       1      1        1
11          15         0          0          1       1      1        1

7           16         0          0          1       1      1        1
8           16         0          0          1       1      1        1
9           16         0          0          1       1      1        1
10          16         0          0          1       1      1        1
11          16         0          0          1       1      1        1

7           17         0          0          1       1      1        1
8           17         0          0          1       1      1        1
9           17         0          0          1       1      1        1
10          17         0          0          1       1      1        1
11          17         0          0          1       1      1        1

7           18         0          0          1       1      1        1
8           18         0          0          1       1      1        1
9           18         0          0          1       1      1        1
10          18         0          0          1       1      1        1
11          18         0          0          1       1      1        1

7           19         0          0          1       1      1        1
8           19         0          0          1       1      1        1
9           19         0          0          1       1      1        1
10          19         0          0          1       1      1        1
11          19         0          0          1       1      1        1

8           20         0          0          1       1      1        1
9           20         0          0          1       1      1        1
10          20         0          0          1       1      1        1
11          20         0          0          1       1      1        1

7           21         0          0          1       1      1        1
8           21         0          0          1       1      1        1
9           21         0          0          1       1      1        1
10          21         0          0          1       1      1        1
11          21         0          0          1       1      1        1
end
