// ----------------------------------------------------\\
//        Hospedagem feita por Rodrigo                 \\
// 						       \\
// File  Name : Season8+Itens Viciados                 \\
// ViciadosMU: wWw.ViciadosMu.com.br                   \\
// Creditos: shop@viciadosmu.com.br | skype viciadosmu \\
// Disponibilizamos para ajudar a todos                \\
// Compre produtos ou jogue em nossos servidores       \\
// Shop ViciadosMu: wWw.Shop.ViciadosMu.com.br         \\
// --------------------------------------------------- \\
//Section   Type   Level   Dur   Skill   Luck   Option   Excellent
	14	1	0	255	0	0	0	0
	14	2	0	255	0	0	0	0
	14	3	11	255	0	0	0	0
	14	4	0	255	0	0	0	0
	14	5	0	255	0	0	0	0
	14	6	11	255	0	0	0	0
	4	7	3	255	0	0	0	0
	4	15	3	255	0	0	0	0
	12	8	0	0	0	0	0	0
	12	9	0	0	0	0	0	0
	12	10	0	0	0	0	0	0
	12	11	0	0	0	0	0	0
	12	11	2	0	0	0	0	0
	12	11	1	0	0	0	0	0
	12	17	0	0	0	0	0	0
	12	18	0	0	0	0	0	0
	4	0	0	22	1	0	0	0
	4	1	0	38	1	0	0	0
	4	2	0	38	1	0	0	0
	4	3	0	22	1	0	0	0
	4	4	0	38	1	0	0	0
	4	5	0	22	1	0	0	0
	4	6	0	38	1	0	0	0
	4	8	0	22	1	0	0	0
	4	9	0	22	1	0	0	0
	4	11	0	22	1	0	0	0
	4	12	0	22	1	0	0	0
	4	13	0	22	1	0	0	0
	4	14	0	22	1	0	0	0
end

